child_id,chsex,chethnic,chlang,chldrel,preprim,agegr1,lang_math_test,verbal_score,math_score,lang_instr,raw_lang,perco_lang,raw_maths,perco_maths,lang_primary,typesite_r1,zwfa,zhfa,zbfa,underweight,stunting,thinness,caredu_r1,careage_r1,caresex_r1,carerel_r1,carecantread_r1,ownlandhse_r1,typesite_r3,hhsize,wi_new,hq_new,sv_new,cd_new,drwaterq_new,toiletq_new,elecq_new,cookingq_new,aniany,ownhouse,hwork_r5,no_activ,type_activ,region,hghgrade_4,hghgrade_final,hghgrade_4_num,hghgrade_final_num,care_educ_num,active,wage_employ,self_employ,wage_employII,self_employII,IMTI,E_is
81003,Male,Other,Afaan Oromo,7,1,8,Afaan Oromo,184,8,Afaan Oromo,16,66.66666412353516,19,67.85713958740234,Afaan Oromo,2,-1.08,-0.18,-1.57,0,0,0,0,25,2,1,1,1,2,10,0.4277777671813965,0.28333333134651184,0.5,0.5,1,0,1,0,1,1,0,1,1,Oromia,8,13,8,13,0,0,NA,1,0,0,8,0
81004,Female,Oromo,Afaan Oromo,2,0,12,Afaan Oromo,46,1,Afaan Oromo,16,66.66666412353516,8,28.571428298950195,Afaan Oromo,2,-3.38,-3.0100000000000002,-1.96,2,2,0,0,30,2,1,1,1,2,7,0.4492063522338867,0.2976190447807312,0.75,0.30000001192092896,1,1,1,0,1,1,0,1,1,Oromia,7,8,7,8,0,0,NA,1,0,0,8,1
81005,Female,Other,Afaan Oromo,7,0,11,Afaan Oromo,80,0,Afaan Oromo,5,20.83333396911621,5,17.85714340209961,Afaan Oromo,2,-2.44,-1.29,-2.49,1,0,1,0,50,2,1,1,1,2,4,0.46388888359069824,0.2916666567325592,0.5,0.6000000238418579,1,0,1,0,1,1,7,1,5,Oromia,4,5,4,5,0,1,1,NA,0,0,5,0
81006,Male,Oromo,Afaan Oromo,7,0,12,Afaan Oromo,75,NA,Afaan Oromo,0,0,NA,NA,Afaan Oromo,2,-1.8,-3.6,0.99,0,2,0,4,26,2,1,0,1,2,8,0.4138888716697693,0.2916666567325592,0.75,0.20000000298023224,1,1,1,0,1,1,7,1,11,Oromia,2,2,2,2,4,1,NA,1,NA,1,2,1
81007,Male,Other,Afaan Oromo,7,0,11,Afaan Oromo,72,0,Afaan Oromo,6,25,2,7.142857074737549,Afaan Oromo,2,-1.99,-1.42,-1.62,0,0,0,0,32,2,1,0,1,2,11,0.4767676889896393,0.280303031206131,0.75,0.4000000059604645,1,1,1,0,1,1,0,1,1,Oromia,3,3,3,3,0,0,NA,1,0,0,3,0
81008,Female,Oromo,Afaan Oromo,7,0,7,Afaan Oromo,167,3,NA,NA,NA,NA,NA,Afaan Oromo,2,-1.96,-1.1400000000000001,-1.9000000000000001,0,0,0,1,39,2,1,0,1,2,11,0.6267676949501038,0.5303030014038086,0.75,0.6000000238418579,1,1,1,0,1,1,0,1,19,Oromia,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1
81009,Female,Oromo,Afaan Oromo,7,0,6,Afaan Oromo,123,2,Afaan Oromo,13,54.16666793823242,23,82.14286041259766,Afaan Oromo,2,-1.16,0.7000000000000001,-2.57,0,0,1,0,25,2,1,1,1,2,8,0.24027778208255768,0.2708333432674408,0.25,0.20000000298023224,1,0,0,0,1,1,0,NA,NA,Oromia,NA,NA,NA,NA,0,0,0,0,0,0,NA,1
81010,Female,Oromo,Afaan Oromo,7,0,9,Afaan Oromo,161,0,Afaan Oromo,12,50,8,28.571428298950195,Afaan Oromo,2,-1.57,-0.68,-1.78,0,0,0,0,40,2,1,1,1,2,7,0.20793651044368744,0.2738095223903656,0.25,0.10000000149011612,1,0,0,0,1,1,0,NA,NA,Oromia,8,10,8,10,0,0,0,0,0,0,8,1
81011,Female,Oromo,Afaan Oromo,7,0,8,Afaan Oromo,127,0,Afaan Oromo,0,0,NA,NA,Afaan Oromo,2,-2.58,-0.84,-3.25,1,0,2,0,40,2,1,1,1,2,7,0.3325396776199341,0.2976190447807312,0.5,0.20000000298023224,1,0,1,0,1,1,0,NA,NA,Oromia,2,2,2,2,0,0,0,0,0,0,2,1
81012,Female,Other,Afaan Oromo,7,0,11,Afaan Oromo,121,0,Afaan Oromo,8,33.33333206176758,2,7.142857074737549,Afaan Oromo,2,-2.85,-2.44,-1.78,1,1,0,5,27,2,1,0,1,2,7,0.4492063522338867,0.2976190447807312,0.75,0.30000001192092896,1,1,1,0,1,1,2,1,10,Oromia,4,4,4,4,5,1,NA,1,NA,1,4,0
81013,Female,Oromo,Afaan Oromo,7,0,12,Afaan Oromo,66,1,Afaan Oromo,0,0,NA,NA,Afaan Oromo,2,-3.5300000000000002,-2.15,-3.29,2,1,2,0,35,2,1,1,1,2,8,0.24722221493721008,0.2916666567325592,0.25,0.20000000298023224,1,0,0,0,0,1,0,1,NA,Oromia,1,1,1,1,0,0,0,0,0,0,1,1
81014,Male,Oromo,Afaan Oromo,7,0,9,Afaan Oromo,109,3,Afaan Oromo,15,62.5,9,32.14285659790039,Afaan Oromo,2,-2.09,-0.78,-2.58,1,0,1,0,35,2,1,1,1,2,9,0.4456790089607239,0.28703704476356506,0.75,0.30000001192092896,1,1,1,0,1,1,9,1,3,Oromia,NA,NA,NA,NA,0,1,NA,1,0,0,NA,1
81015,Male,Other,Afaan Oromo,7,1,15,Afaan Oromo,109,0,Afaan Oromo,0,0,NA,NA,Afaan Oromo,2,-2.57,-2.93,-0.67,1,1,0,0,37,2,1,1,1,2,8,0.48055556416511536,0.2916666567325592,0.75,0.4000000059604645,1,1,1,0,1,1,0,1,1,Oromia,2,2,2,2,0,0,NA,1,0,0,2,0
81016,Female,Oromo,Afaan Oromo,2,0,9,Afaan Oromo,110,8,Afaan Oromo,18,75,18,64.28571319580078,Afaan Oromo,2,-2.52,-1.52,-2.36,1,0,1,0,34,2,1,1,1,2,9,0.3956790268421173,0.28703704476356506,0.5,0.4000000059604645,1,0,1,0,1,1,NA,NA,NA,Oromia,10,10,10,10,0,NA,NA,NA,NA,NA,8,1
81017,Male,Other,Afaan Oromo,7,0,6,Afaan Oromo,59,0,Afaan Oromo,0,0,1,3.5714285373687744,Afaan Oromo,2,-3,-2.07,-2.39,1,1,1,0,30,2,1,1,1,2,9,0.41234567761421204,0.28703704476356506,0.75,0.20000000298023224,1,1,1,0,1,1,10,1,1,Oromia,1,1,1,1,0,1,NA,1,0,0,1,0
81018,Male,Oromo,Afaan Oromo,7,0,11,Afaan Oromo,166,2,Afaan Oromo,18,75,17,60.71428680419922,Afaan Oromo,2,-1.8800000000000001,-0.92,-2.02,0,0,1,0,48,2,1,1,1,2,8,0.48055556416511536,0.2916666567325592,0.75,0.4000000059604645,1,1,1,0,1,1,0,1,1,Oromia,5,7,5,7,0,0,NA,1,0,0,7,1
81019,Male,Oromo,Afaan Oromo,2,0,10,Afaan Oromo,139,5,Afaan Oromo,17,70.83333587646484,17,60.71428680419922,Afaan Oromo,2,-0.99,-1.48,-0.06,0,0,0,0,30,2,1,1,1,2,7,0.48253968358039856,0.2976190447807312,0.75,0.4000000059604645,1,1,1,0,1,1,8,1,13,Oromia,10,10,10,10,0,1,1,NA,1,NA,8,1
81020,Male,Oromo,Afaan Oromo,2,1,9,Afaan Oromo,154,2,Afaan Oromo,12,50,6,21.428571701049805,Afaan Oromo,2,-0.07,0.58,-0.71,0,0,0,0,35,2,1,1,1,2,6,0.49444445967674255,0.3333333432674408,0.75,0.4000000059604645,1,1,1,0,1,1,0,1,1,Oromia,5,5,5,5,0,0,NA,1,0,0,5,1
81021,Female,Oromo,Afaan Oromo,7,0,10,Afaan Oromo,48,1,Afaan Oromo,7,29.16666603088379,3,10.714285850524902,Afaan Oromo,2,-0.52,0.46,-1.25,0,0,0,0,40,2,3,1,1,2,5,0.4555555582046509,0.3166666626930237,0.75,0.30000001192092896,1,1,1,0,1,1,0,1,1,Oromia,5,5,5,5,0,0,NA,1,0,0,5,1
81022,Female,Oromo,Afaan Oromo,2,0,8,Afaan Oromo,149,3,NA,NA,NA,NA,NA,Afaan Oromo,2,-1.6400000000000001,-0.59,-1.99,0,0,0,0,30,2,1,1,1,2,9,0.5123456716537476,0.28703704476356506,0.75,0.5,1,1,1,0,1,1,0,1,19,Oromia,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1
81023,Male,Oromo,Afaan Oromo,7,0,10,Afaan Oromo,94,0,Afaan Oromo,5,20.83333396911621,3,10.714285850524902,Afaan Oromo,2,0.02,-0.24,0.22,0,0,0,0,38,2,1,1,1,2,9,0.20617283880710602,0.26851850748062134,0.25,0.10000000149011612,1,0,0,0,1,1,0,1,1,Oromia,3,3,3,3,0,0,NA,1,0,0,3,1
81024,Male,Other,Afaan Oromo,7,0,9,Afaan Oromo,180,0,Afaan Oromo,0,0,0,0,Afaan Oromo,2,-1.97,-0.4,-2.85,0,0,1,0,35,2,1,1,1,1,6,0.6018518805503845,0.5555555820465088,0.75,0.5,1,1,1,0,1,0,0,1,1,Oromia,6,8,6,8,0,0,NA,1,0,0,8,0
81025,Male,Oromo,Afaan Oromo,7,0,10,Afaan Oromo,65,2,Afaan Oromo,11,45.83333206176758,7,25,Afaan Oromo,2,-2.32,-1.77,-1.71,1,0,0,0,30,2,1,1,1,1,9,0.5123456716537476,0.28703704476356506,0.75,0.5,1,1,1,0,1,1,6,1,13,Oromia,0,0,0,0,0,1,1,NA,1,NA,0,1
81026,Male,Oromo,Afaan Oromo,2,0,11,Afaan Oromo,93,1,Afaan Oromo,10,41.66666793823242,4,14.285714149475098,Afaan Oromo,2,-3.2800000000000002,-0.89,-4.36,2,0,2,0,28,2,1,1,1,2,6,0.36851853132247925,0.3055555522441864,0.5,0.30000001192092896,1,0,1,0,1,1,12,1,3,Oromia,6,6,6,6,0,1,NA,1,0,0,6,1
81027,Male,Oromo,Afaan Oromo,7,0,7,Afaan Oromo,184,4,Afaan Oromo,16,66.66666412353516,15,53.57143020629883,Afaan Oromo,2,-1.54,-0.93,-1.46,0,0,0,0,26,2,1,1,1,2,6,0.45185184478759766,0.3055555522441864,0.75,0.30000001192092896,1,1,1,0,1,1,0,1,1,Oromia,8,8,8,8,0,0,NA,1,0,0,8,1
81028,Male,Oromo,Afaan Oromo,2,0,12,Afaan Oromo,83,0,Afaan Oromo,13,54.16666793823242,13,46.42856979370117,Afaan Oromo,2,-2.63,-2.62,-1.11,1,1,0,0,22,2,1,1,1,2,9,0.32283949851989746,0.26851850748062134,0.5,0.20000000298023224,1,0,1,0,1,1,0,1,1,Oromia,6,9,6,9,0,0,NA,1,0,0,8,1
81029,Male,Oromo,Afaan Oromo,7,0,12,Afaan Oromo,151,3,Afaan Oromo,13,54.16666793823242,11,39.28571319580078,Afaan Oromo,2,-1.9100000000000001,-2.0100000000000002,-0.8200000000000001,0,1,0,0,45,2,1,1,1,2,10,0.41111111640930176,0.28333333134651184,0.75,0.20000000298023224,1,1,1,0,1,1,8,1,1,Oromia,5,7,5,7,0,1,NA,1,0,0,7,1
81030,Male,Oromo,Afaan Oromo,2,0,9,Afaan Oromo,132,3,Afaan Oromo,0,0,NA,NA,Afaan Oromo,2,-0.59,0.26,-1.24,0,0,0,0,45,2,1,1,0,2,4,0.4611111283302307,0.3333333432674408,0.75,0.30000001192092896,1,1,1,0,1,0,0,1,3,Oromia,4,4,4,4,0,0,NA,1,0,0,4,1
81031,Male,Oromo,Afaan Oromo,7,0,12,Afaan Oromo,133,1,Afaan Oromo,3,12.5,3,10.714285850524902,Afaan Oromo,2,-2.77,-3.37,-0.41000000000000003,1,2,0,2,30,2,1,0,1,2,11,0.4767676889896393,0.280303031206131,0.75,0.4000000059604645,1,1,1,0,1,1,5,1,1,Oromia,2,2,2,2,2,1,NA,1,0,0,2,1
81032,Female,Other,Afaan Oromo,7,0,7,Afaan Oromo,174,2,Afaan Oromo,16,66.66666412353516,11,39.28571319580078,Afaan Oromo,2,-1.9000000000000001,-0.75,-2.24,0,0,1,0,40,2,1,1,1,2,7,0.3658730089664459,0.2976190447807312,0.5,0.30000001192092896,1,1,0,0,1,1,0,NA,NA,Oromia,10,10,10,10,0,0,0,0,0,0,8,0
81033,Male,Oromo,Afaan Oromo,2,0,8,Afaan Oromo,169,4,Afaan Oromo,14,58.33333206176758,15,53.57143020629883,Afaan Oromo,2,-1.93,-0.36,-2.84,0,0,1,0,60,2,2,1,1,2,10,0.32777777314186096,0.28333333134651184,0.5,0.20000000298023224,1,0,1,0,1,1,12,1,1,Oromia,8,8,8,8,0,1,NA,1,0,0,8,1
81034,Female,Other,Afaan Oromo,7,0,7,Afaan Oromo,162,2,Afaan Oromo,9,37.5,9,32.14285659790039,Afaan Oromo,2,-1.43,-1.03,-1.21,0,0,0,0,35,2,1,1,1,2,8,0.48055556416511536,0.2916666567325592,0.75,0.4000000059604645,1,1,1,0,1,1,0,1,1,Oromia,8,8,8,8,0,0,NA,1,0,0,8,0
81035,Female,Other,Afaan Oromo,7,0,10,Afaan Oromo,116,3,Afaan Oromo,12,50,5,17.85714340209961,Afaan Oromo,2,-2.31,-2.91,-0.53,1,1,0,1,25,2,1,0,0,2,5,0.33888888359069824,0.3166666626930237,0.5,0.20000000298023224,1,0,1,0,1,1,0,NA,NA,Oromia,8,8,8,8,1,0,0,0,0,0,8,0
81036,Male,Oromo,Afaan Oromo,7,0,8,Afaan Oromo,82,0,Afaan Oromo,14,58.33333206176758,17,60.71428680419922,Afaan Oromo,2,-1.51,-0.49,-1.94,0,0,0,0,45,2,1,1,1,2,11,0.4550504982471466,0.2651515007019043,0.5,0.6000000238418579,1,0,1,0,1,1,0,1,1,Oromia,8,13,8,13,0,0,NA,1,0,0,8,1
81037,Male,Other,Afaan Oromo,7,0,7,Afaan Oromo,79,0,Afaan Oromo,4,16.66666603088379,6,21.428571701049805,Afaan Oromo,2,-2.44,-1.6400000000000001,-2.07,1,0,1,0,40,2,1,1,0,2,3,0.2370370328426361,0.3611111044883728,0.25,0.10000000149011612,0,0,1,0,0,1,6,1,12,Oromia,6,6,6,6,0,1,1,NA,0,0,6,0
81038,Male,Other,Afaan Oromo,7,0,9,Afaan Oromo,79,9,Afaan Oromo,17,70.83333587646484,16,57.14285659790039,Afaan Oromo,2,-3.33,-2.43,-2.5100000000000002,2,1,1,1,30,2,1,0,1,2,5,0.3611111044883728,0.28333333134651184,0.5,0.30000001192092896,1,0,1,0,1,1,8,1,1,Oromia,8,8,8,8,1,1,NA,1,0,0,8,0
81039,Male,Other,Afaan Oromo,7,0,8,Afaan Oromo,183,9,Afaan Oromo,19,79.16666412353516,23,82.14286041259766,Afaan Oromo,2,-2.95,-2.65,-1.55,1,1,0,0,42,2,1,1,1,2,5,0.2777777910232544,0.03333333507180214,0.5,0.30000001192092896,1,0,1,0,1,1,8,1,5,Oromia,8,14,8,14,0,1,1,NA,0,0,8,0
81040,Male,Other,Afaan Oromo,7,0,7,Afaan Oromo,130,4,Afaan Oromo,10,41.66666793823242,6,21.428571701049805,Afaan Oromo,2,-3.2,-2.49,-2.2,2,1,1,0,46,2,1,1,1,2,8,0.3569444417953491,0.02083333395421505,0.75,0.30000001192092896,1,1,1,0,1,1,6,1,1,Oromia,3,3,3,3,0,1,NA,1,0,0,3,0
81041,Male,Other,Afaan Oromo,7,0,8,Afaan Oromo,139,1,Afaan Oromo,13,54.16666793823242,11,39.28571319580078,Afaan Oromo,2,-2.0100000000000002,-1.1,-2.0100000000000002,1,0,1,0,36,2,1,1,1,2,8,0.4472222328186035,0.2916666567325592,0.75,0.30000001192092896,1,1,1,0,1,1,0,1,1,Oromia,7,7,7,7,0,0,NA,1,0,0,7,0
81042,Male,Oromo,Afaan Oromo,7,0,9,Afaan Oromo,149,7,Afaan Oromo,18,75,17,60.71428680419922,Afaan Oromo,2,-2.7,-2.02,-1.97,1,1,0,0,28,2,1,0,1,2,9,0.2790123522281647,0.03703703731298447,0.5,0.30000001192092896,1,0,1,0,1,1,NA,NA,NA,Oromia,7,7,7,7,0,NA,NA,NA,NA,NA,7,1
81043,Male,Other,Wolayta,7,0,9,Afaan Oromo,101,4,Afaan Oromo,13,54.16666793823242,14,50,Afaan Oromo,2,-0.35000000000000003,0.17,-0.74,0,0,0,0,40,2,1,1,1,2,8,0.3305555582046509,0.2916666567325592,0.5,0.20000000298023224,1,0,1,0,1,1,0,1,1,Oromia,6,6,6,6,0,0,NA,1,0,0,0,0
81044,Female,Oromo,Afaan Oromo,7,0,7,Afaan Oromo,137,2,Afaan Oromo,9,37.5,10,35.71428680419922,Afaan Oromo,2,-0.49,0.74,-1.47,0,0,0,2,36,2,1,0,1,2,5,0.42222222685813904,0.3166666626930237,0.75,0.20000000298023224,1,1,1,0,1,1,0,NA,NA,Oromia,8,8,8,8,2,0,0,0,0,0,8,1
81045,Male,Other,Afaan Oromo,7,0,10,Afaan Oromo,83,2,Afaan Oromo,12,50,14,50,Afaan Oromo,2,-1.6,-1,-1.5,0,0,0,0,48,2,1,1,1,2,6,0.2518518567085266,0.3055555522441864,0.25,0.20000000298023224,1,0,0,0,1,1,0,1,1,Oromia,7,7,7,7,0,0,NA,1,0,0,7,0
81046,Female,Other,Afaan Oromo,7,0,8,Afaan Oromo,154,6,Afaan Oromo,13,54.16666793823242,15,53.57143020629883,Afaan Oromo,2,-1.46,-0.58,-1.71,0,0,0,0,33,2,1,1,1,2,5,0.12777778506278992,0.03333333507180214,0.25,0.10000000149011612,1,0,0,0,1,1,8,1,5,Oromia,10,13,10,13,0,1,1,NA,0,0,8,0
81047,Female,Other,Afaan Oromo,7,0,10,Afaan Oromo,149,3,Afaan Oromo,13,54.16666793823242,11,39.28571319580078,Afaan Oromo,2,-2.83,-2.69,-1.46,1,1,0,0,35,2,1,1,1,2,7,0.29126983880996704,0.02380952425301075,0.75,0.10000000149011612,1,1,1,0,1,1,0,1,1,Oromia,7,7,7,7,0,0,NA,1,0,0,7,0
81048,Male,Oromo,Afaan Oromo,2,0,11,Afaan Oromo,79,2,Afaan Oromo,0,0,NA,NA,Afaan Oromo,2,-2.59,-3.43,-0.12,1,2,0,0,32,2,1,0,1,2,7,0.5158730149269104,0.2976190447807312,0.75,0.5,1,1,1,0,1,1,6,1,1,Oromia,1,1,1,1,0,1,NA,1,0,0,1,1
81049,Female,Oromo,Afaan Oromo,7,0,8,Afaan Oromo,65,2,Afaan Oromo,9,37.5,7,25,Afaan Oromo,2,-1.3,-1.11,-0.93,0,0,0,3,25,2,1,0,1,2,9,0.5123456716537476,0.28703704476356506,0.75,0.5,1,1,1,0,1,1,0,1,1,Oromia,10,10,10,10,3,0,NA,1,0,0,8,1
81050,Male,Oromo,Afaan Oromo,2,0,11,Afaan Oromo,93,3,Afaan Oromo,0,0,NA,NA,Afaan Oromo,2,-1.23,-0.97,-0.9400000000000001,0,0,0,0,35,2,1,1,1,2,7,0.12460317462682724,0.02380952425301075,0.25,0.10000000149011612,1,0,0,0,0,1,8,1,5,Oromia,2,2,2,2,0,1,1,NA,0,0,2,1
91001,Male,Amhara,Amharic,7,0,6,Afaan Oromo,99,2,Afaan Oromo,9,37.5,13,46.42856979370117,Afaan Oromo,2,NA,NA,NA,NA,NA,NA,0,41,2,1,1,1,2,9,0.36234569549560547,0.28703704476356506,0.5,0.30000001192092896,1,1,0,0,1,1,11,1,12,Oromia,10,10,10,10,0,1,1,NA,0,0,0,0
91002,Female,Oromo,Afaan Oromo,7,0,10,Afaan Oromo,128,0,Afaan Oromo,6,25,3,10.714285850524902,Afaan Oromo,2,-0.96,-0.3,-1.2,0,0,0,0,37,2,1,1,1,2,6,0.2092592567205429,0.02777777798473835,0.5,0.10000000149011612,1,1,0,0,1,1,2,1,1,Oromia,4,4,4,4,0,1,NA,1,0,0,4,1
91003,Female,Oromo,Afaan Oromo,6,0,6,Afaan Oromo,181,5,Afaan Oromo,17,70.83333587646484,13,46.42856979370117,Afaan Oromo,2,-0.8,-1.23,-0.12,0,0,0,0,45,2,1,1,1,2,5,0.24444444477558136,0.03333333507180214,0.5,0.20000000298023224,1,1,0,0,1,1,12,1,13,Oromia,13,13,13,13,0,1,1,NA,1,NA,8,1
91004,Female,Oromo,Afaan Oromo,7,0,8,Afaan Oromo,102,1,Afaan Oromo,12,50,5,17.85714340209961,Afaan Oromo,2,-1.94,-1.61,-1.35,0,0,0,0,50,2,1,1,1,2,10,0.23888888955116272,0.01666666753590107,0.5,0.20000000298023224,1,1,0,0,1,1,10,1,13,Oromia,11,11,11,11,0,1,1,NA,1,NA,8,1
91005,Female,Amhara,Amharic,7,0,8,Afaan Oromo,165,1,Afaan Oromo,9,37.5,4,14.285714149475098,Afaan Oromo,2,-2.7600000000000002,-2.16,-1.96,1,1,0,0,46,2,1,1,1,2,5,0.3055555522441864,0.3166666626930237,0.5,0.10000000149011612,1,1,0,0,1,1,0,NA,NA,Oromia,9,13,9,13,0,0,0,0,0,0,0,0
91006,Female,Oromo,Afaan Oromo,7,0,10,Afaan Oromo,144,2,Afaan Oromo,8,33.33333206176758,4,14.285714149475098,Afaan Oromo,2,-3.36,-3.9,-0.85,2,2,0,2,30,2,1,0,1,2,6,0.2518518567085266,0.0555555559694767,0.5,0.20000000298023224,1,1,0,0,1,1,0,1,1,Oromia,6,7,6,7,2,0,NA,1,0,0,7,1
91007,Male,Amhara,Amharic,7,0,7,Afaan Oromo,107,2,Afaan Oromo,8,33.33333206176758,4,14.285714149475098,Afaan Oromo,2,-3.5,-3.24,-1.69,2,2,0,6,32,2,1,0,1,2,8,0.3638888895511627,0.2916666567325592,0.5,0.30000001192092896,1,1,0,0,1,1,0,1,1,Oromia,8,7,8,7,6,0,NA,1,0,0,0,0
91008,Female,Oromo,Afaan Oromo,2,0,10,Afaan Oromo,48,0,Afaan Oromo,0,0,NA,NA,Afaan Oromo,2,-2.27,-2.08,-1.34,1,1,0,0,57,2,3,1,1,2,3,0.21851852536201477,0.0555555559694767,0.5,0.10000000149011612,1,1,0,0,1,1,0,1,1,Oromia,2,2,2,2,0,0,NA,1,0,0,2,1
91010,Male,Oromo,Afaan Oromo,7,0,8,Afaan Oromo,177,9,Afaan Oromo,17,70.83333587646484,23,82.14286041259766,Afaan Oromo,2,-3.88,-3.6,-1.8900000000000001,2,2,0,9,27,2,1,0,1,2,5,0.38333332538604736,0.3499999940395355,0.5,0.30000001192092896,1,1,0,0,1,1,0,1,1,Oromia,8,10,8,10,9,0,NA,1,0,0,8,1
91011,Female,Oromo,Afaan Oromo,2,0,9,Afaan Oromo,85,2,Afaan Oromo,5,20.83333396911621,5,17.85714340209961,Afaan Oromo,2,-3.5700000000000003,-3.2600000000000002,-1.96,2,2,0,0,22,2,1,1,1,2,7,0.20793651044368744,0.02380952425301075,0.5,0.10000000149011612,1,1,0,0,1,1,0,NA,NA,Oromia,4,4,4,4,0,0,0,0,0,0,4,1
91012,Female,Oromo,Afaan Oromo,6,0,6,Afaan Oromo,195,12,Afaan Oromo,19,79.16666412353516,19,67.85713958740234,Afaan Oromo,2,-1.08,-0.15,-1.56,0,0,0,0,66,1,3,1,1,2,6,0.5185185074806213,0.3055555522441864,0.75,0.5,1,1,1,0,1,0,0,NA,NA,Oromia,11,14,11,14,0,0,0,0,0,0,8,1
91013,Male,Oromo,Afaan Oromo,2,0,9,Afaan Oromo,98,12,Afaan Oromo,14,58.33333206176758,20,71.42857360839844,Afaan Oromo,2,-1.98,-2.74,-0.09,0,1,0,3,26,2,1,1,1,1,7,0.4325396716594696,0.2976190447807312,0.5,0.5,1,0,1,0,1,1,0,1,1,Oromia,9,10,9,10,3,0,NA,1,0,0,8,1
91014,Male,Oromo,Afaan Oromo,7,0,8,Afaan Oromo,124,0,Afaan Oromo,8,33.33333206176758,11,39.28571319580078,Afaan Oromo,2,-1.32,-2.43,0.47000000000000003,0,1,0,0,40,1,1,1,1,2,5,0.25555557012557983,0.3166666626930237,0.25,0.20000000298023224,0,1,0,0,1,1,0,1,1,Oromia,4,4,4,4,0,0,NA,1,0,0,4,1
91015,Male,Oromo,Afaan Oromo,7,0,8,Afaan Oromo,132,4,Afaan Oromo,12,50,8,28.571428298950195,Afaan Oromo,2,-2.69,-2.35,-1.53,1,1,0,0,47,2,1,1,1,2,6,0.3592592775821686,0.2777777910232544,0.5,0.30000001192092896,1,1,0,0,1,0,6,1,1,Oromia,5,5,5,5,0,1,NA,1,0,0,5,1
91016,Female,Oromo,Afaan Oromo,2,0,10,Afaan Oromo,68,1,NA,NA,NA,NA,NA,Afaan Oromo,2,-1.19,-0.45,-1.46,0,0,0,0,37,2,1,1,1,2,8,0.21388888359069824,0.0416666679084301,0.5,0.10000000149011612,1,1,0,0,1,1,0,NA,NA,Oromia,NA,9,NA,9,0,0,0,0,0,0,8,1
91017,Female,Amhara,Amharic,7,0,7,Afaan Oromo,180,12,Afaan Oromo,15,62.5,20,71.42857360839844,Afaan Oromo,2,-1.32,-1.06,-1.01,0,0,0,0,45,2,1,1,1,2,7,0.3325396776199341,0.2976190447807312,0.5,0.20000000298023224,1,1,0,0,1,1,12,1,13,Oromia,10,13,10,13,0,1,1,NA,1,NA,0,0
91018,Male,Oromo,Afaan Oromo,7,0,12,Afaan Oromo,173,1,Afaan Oromo,16,66.66666412353516,7,25,Afaan Oromo,2,-1.94,0.02,-3.3200000000000003,0,0,2,0,48,2,1,1,1,2,4,0.31388887763023376,0.2916666567325592,0.25,0.4000000059604645,0,1,0,0,1,1,0,1,1,Oromia,6,9,6,9,0,0,NA,1,0,0,8,1
91019,Female,Oromo,Afaan Oromo,7,0,6,Afaan Oromo,157,4,Afaan Oromo,13,54.16666793823242,18,64.28571319580078,Afaan Oromo,2,-1.73,-0.02,-2.79,0,0,1,0,40,2,1,1,1,2,7,0.3325396776199341,0.2976190447807312,0.5,0.20000000298023224,1,1,0,0,1,1,8,1,13,Oromia,13,13,13,13,0,1,1,NA,1,NA,8,1
91020,Female,Amhara,Amharic,7,0,9,Afaan Oromo,127,7,Afaan Oromo,13,54.16666793823242,12,42.85714340209961,Afaan Oromo,2,-0.38,1.11,-1.62,0,0,0,3,41,2,1,0,1,2,3,0.3870370388031006,0.3611111044883728,0.5,0.30000001192092896,1,1,0,0,1,1,12,1,13,Oromia,10,10,10,10,3,1,1,NA,1,NA,0,0
91021,Male,Oromo,Amharic,7,0,10,Afaan Oromo,66,2,Afaan Oromo,5,20.83333396911621,7,25,Afaan Oromo,2,-4.32,-4.53,-1.45,2,2,0,0,25,2,1,1,1,2,4,0.3444444537162781,0.3333333432674408,0.5,0.20000000298023224,1,1,0,0,1,1,0,1,1,Oromia,3,4,3,4,0,0,NA,1,0,0,0,1
91022,Male,Oromo,Afaan Oromo,7,0,10,Afaan Oromo,66,2,Afaan Oromo,6,25,8,28.571428298950195,Afaan Oromo,2,-1.17,-1.6400000000000001,-0.12,0,0,0,2,28,2,1,0,1,2,8,0.3305555582046509,0.2916666567325592,0.5,0.20000000298023224,1,1,0,0,1,1,6,1,1,Oromia,6,6,6,6,2,1,NA,1,0,0,6,1
91023,Female,Oromo,Afaan Oromo,7,0,9,Afaan Oromo,174,5,Afaan Oromo,15,62.5,18,64.28571319580078,Afaan Oromo,2,-2,-2.98,-0.04,0,1,0,3,29,2,1,0,1,2,7,0.20793651044368744,0.02380952425301075,0.5,0.10000000149011612,1,1,0,0,1,1,9,1,13,Oromia,9,10,9,10,3,1,1,NA,1,NA,8,1
91024,Female,Oromo,Afaan Oromo,2,0,8,Afaan Oromo,50,0,Afaan Oromo,0,0,NA,NA,Afaan Oromo,2,-1.32,-2.1,-0.02,0,1,0,0,28,2,1,1,1,2,5,0.32777777314186096,0.28333333134651184,0.5,0.20000000298023224,1,1,0,0,1,1,0,1,1,Oromia,4,4,4,4,0,0,NA,1,0,0,4,1
