child_id,chsex,chethnic,chlang,chldrel,preprim,agegr1,lang_math_test,verbal_score,math_score,lang_instr,raw_lang,perco_lang,raw_maths,perco_maths,lang_primary,typesite_r1,zwfa,zhfa,zbfa,underweight,stunting,thinness,caredu_r1,careage_r1,caresex_r1,carerel_r1,carecantread_r1,ownlandhse_r1,typesite_r3,hhsize,wi_new,hq_new,sv_new,cd_new,drwaterq_new,toiletq_new,elecq_new,cookingq_new,aniany,ownhouse,hwork_r5,no_activ,type_activ,region,hghgrade_4,hghgrade_final,hghgrade_4_num,hghgrade_final_num,care_educ_num,active,wage_employ,self_employ,wage_employII,self_employII,IMTI,E_is
11005,Female,Gurage,Amharic,2,1,7,Amharic,181,8,English,20,83.33333587646484,18,64.28571319580078,Amharic,1,-1.01,-0.9500000000000001,-0.66,0,0,0,8,29,2,1,0,0,1,5,0.5111111402511597,0.38333332538604736,0.75,0.4000000059604645,1,1,1,0,0,0,0,NA,NA,Oromia,14,14,14,14,8,0,0,0,0,0,0,0
21009,Male,Amhara,Amharic,7,1,6,Amharic,137,3,Amharic,10,41.66666793823242,5,17.85714340209961,Amharic,1,-1.72,-0.32,-2.52,0,0,1,0,28,2,1,1,1,1,4,0.4472222328186035,0.2916666567325592,0.75,0.30000001192092896,1,1,1,0,0,0,NA,NA,NA,Oromia,7,7,7,7,0,NA,NA,NA,NA,NA,0,1
41001,Male,Amhara,Amharic,7,0,7,Amharic,167,1,Amharic,12,50,11,39.28571319580078,Amharic,1,-2.73,-2.72,-1.16,1,1,0,0,49,2,1,1,1,1,8,0.3638888895511627,0.0416666679084301,0.75,0.30000001192092896,1,1,1,0,1,1,0,NA,NA,Amhara,8,14,8,14,0,0,0,0,0,0,6,0.75
41002,Female,Amhara,Amharic,2,0,6,Amharic,132,4,Amharic,18,75,10,35.71428680419922,Amharic,1,-1.96,-2.1,-0.88,0,1,0,0,22,2,2,1,0,1,5,0.33888888359069824,0.3166666626930237,0.5,0.20000000298023224,1,1,0,0,1,1,0,1,11,Amhara,9,9,9,9,0,0,NA,1,NA,1,6,0.75
41003,Male,Amhara,Amharic,7,0,6,Amharic,192,16,Amharic,19,79.16666412353516,23,82.14286041259766,Amharic,1,-0.32,1.25,-1.84,0,0,0,5,38,2,1,0,0,1,7,0.4492063522338867,0.2976190447807312,0.75,0.30000001192092896,1,1,1,0,1,1,0,NA,NA,Amhara,12,14,12,14,5,0,0,0,0,0,6,0.75
41004,Female,Amhara,Amharic,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.01,-0.23,0.13,0,0,0,5,15,2,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Amhara,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0.75
41005,Male,Amhara,Amharic,7,0,7,NA,54,NA,English,15,62.5,17,60.71428680419922,NA,1,-1.24,-1.22,-0.67,0,0,0,3,40,2,1,0,1,1,7,0.37460318207740784,0.2738095223903656,0.75,0.10000000149011612,1,1,1,0,0,0,0,1,13,Amhara,10,10,10,10,3,0,1,NA,1,NA,0,0.75
41006,Female,Amhara,Amharic,7,0,7,Amharic,NA,NA,Amharic,12,50,9,32.14285659790039,Amharic,1,-1.07,0.09,-1.78,0,0,0,0,42,2,1,1,1,2,2,0.41111111640930176,0.0833333358168602,0.75,0.4000000059604645,1,1,1,0,1,0,0,NA,NA,Amhara,6,6,6,6,0,0,0,0,0,0,6,0.75
41007,Male,Amhara,Amharic,7,0,7,Amharic,158,6,Amharic,18,75,22,78.57142639160156,Amharic,1,-0.99,-0.5700000000000001,-0.99,0,0,0,0,50,2,3,1,1,1,5,0.4555555582046509,0.3166666626930237,0.75,0.30000001192092896,1,1,1,0,1,0,12,1,20,Amhara,10,13,10,13,0,1,0,0,0,0,6,0.75
41008,Female,Amhara,Amharic,7,0,8,Amharic,128,2,Amharic,13,54.16666793823242,4,14.285714149475098,Amharic,1,-3.2,-3.43,-1.1500000000000001,2,2,0,0,40,2,1,1,1,1,4,0.3472222089767456,0.2916666567325592,0.75,0,1,1,1,0,0,0,0,NA,NA,Amhara,6,7,6,7,0,0,0,0,0,0,6,0.75
41009,Male,Amhara,Amharic,7,0,6,Amharic,183,2,English,19,79.16666412353516,10,35.71428680419922,Amharic,1,-1.93,-2.7600000000000002,0.01,0,1,0,8,30,2,1,0,1,1,3,0.5185185074806213,0.3055555522441864,0.75,0.5,1,1,1,0,0,0,0,1,10,Amhara,13,14,13,14,8,0,NA,1,NA,1,6,0.75
41010,Male,Amhara,Amharic,7,0,8,Amharic,177,12,English,13,54.16666793823242,18,64.28571319580078,Amharic,1,-2.2,-1.23,-2.18,1,0,1,0,22,2,5,1,0,1,4,0.3777777850627899,0.3333333432674408,0.5,0.30000001192092896,1,0,1,0,1,0,10,1,9,Amhara,10,13,10,13,0,1,NA,1,NA,1,6,0.75
41011,Male,Oromo,Amharic,7,0,5,Amharic,184,6,English,16,66.66666412353516,11,39.28571319580078,Amharic,1,-0.09,1.49,-1.69,0,0,0,12,45,2,1,0,1,1,5,0.6833333373069763,0.6000000238418579,0.75,0.699999988079071,1,1,1,0,0,1,0,NA,NA,Amhara,NA,14,NA,14,12,0,0,0,0,0,6,0
41012,Male,Amhara,Amharic,7,1,7,Amharic,170,11,Amharic,10,41.66666793823242,17,60.71428680419922,Amharic,1,-2.08,-3.67,0.78,1,2,0,0,39,2,1,1,1,1,8,0.4138888716697693,0.2916666567325592,0.75,0.20000000298023224,1,1,1,0,1,1,0,NA,NA,Amhara,9,11,9,11,0,0,0,0,0,0,6,0.75
41013,Female,Amhara,Amharic,7,0,6,Amharic,121,3,Amharic,20,83.33333587646484,10,35.71428680419922,Amharic,1,-2.43,-1.73,-1.98,1,0,0,7,19,2,1,0,0,1,3,0.385185182094574,0.3055555522441864,0.75,0.10000000149011612,1,1,1,0,1,0,0,1,12,Amhara,10,13,10,13,7,0,1,NA,0,0,6,0.75
41014,Female,Amhara,Amharic,7,0,9,Amharic,162,5,Amharic,15,62.5,12,42.85714340209961,Amharic,1,-4.48,-4.72,-1.82,2,2,0,2,27,2,1,0,0,1,8,0.4069444537162781,0.2708333432674408,0.75,0.20000000298023224,1,1,1,0,1,1,0,NA,NA,Amhara,10,13,10,13,2,0,0,0,0,0,6,0.75
41015,Male,Amhara,Amharic,7,0,7,Amharic,165,12,Amharic,19,79.16666412353516,21,75,Amharic,1,-1.62,-1.49,-0.9500000000000001,0,0,0,0,58,2,3,1,0,1,8,0.5611110925674438,0.3333333432674408,0.75,0.6000000238418579,1,1,1,0,0,1,0,NA,NA,Amhara,11,14,11,14,0,0,0,0,0,0,6,0.75
41017,Male,Amhara,Amharic,7,0,6,Amharic,201,21,Amharic,20,83.33333587646484,26,92.85713958740234,Amharic,1,-2.7800000000000002,-3.0300000000000002,-0.84,1,2,0,12,21,2,1,0,0,1,4,0.7333333492279053,0.75,0.75,0.699999988079071,1,1,1,0,1,1,0,NA,NA,Amhara,12,14,12,14,12,0,0,0,0,0,6,0.75
41018,Male,Amhara,Amharic,7,0,6,Amharic,191,7,English,15,62.5,19,67.85713958740234,Amharic,1,-2.2600000000000002,-1.94,-1.3900000000000001,1,0,0,5,24,2,1,0,1,1,7,0.6404762268066406,0.5714285969734192,0.75,0.6000000238418579,1,1,1,0,1,1,0,1,2,Amhara,10,13,10,13,5,0,NA,1,0,0,6,0.75
41019,Female,Amhara,Amharic,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.9400000000000001,-0.62,-0.87,0,0,0,0,40,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Amhara,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0.75
41020,Female,Amhara,Amharic,7,0,5,Amharic,141,14,Amharic,18,75,17,60.71428680419922,Amharic,1,-2.5,-0.4,-3.61,1,0,2,6,38,2,1,0,0,1,5,0.5777778029441833,0.38333332538604736,0.75,0.6000000238418579,1,1,1,0,1,0,9,1,13,Amhara,30,14,0,14,6,1,1,NA,1,NA,6,0.75
41021,Female,Amhara,Amharic,7,0,6,Amharic,149,3,Amharic,18,75,17,60.71428680419922,Amharic,1,-1.6400000000000001,-3.64,0.9500000000000001,0,2,0,0,38,2,1,1,1,1,6,0.3018518388271332,0.3055555522441864,0.5,0.10000000149011612,1,1,0,0,1,1,7,1,1,Amhara,10,13,10,13,0,1,NA,1,0,0,6,0.75
41022,Male,Amhara,Amharic,7,0,7,Amharic,153,3,Amharic,12,50,14,50,Amharic,1,-1.48,-1.29,-0.96,0,0,0,0,30,2,1,1,0,2,6,0.21851852536201477,0.3055555522441864,0.25,0.10000000149011612,0,1,0,0,1,1,0,NA,NA,Oromia,6,9,6,9,0,0,0,0,0,0,0,1
41023,Female,Amhara,Amharic,7,0,9,Amharic,162,2,Amharic,16,66.66666412353516,7,25,Amharic,1,-2.21,-2.74,-0.5700000000000001,1,1,0,0,29,2,1,1,0,1,3,0.3018518388271332,0.3055555522441864,0.5,0.10000000149011612,1,0,1,0,0,0,3,1,11,Amhara,8,8,8,8,0,1,NA,1,NA,1,6,0.75
41024,Male,Amhara,Amharic,7,0,9,Amharic,NA,0,Amharic,21,87.5,18,64.28571319580078,Amharic,1,-4.68,-4.2,-2.7,2,2,1,3,22,2,1,0,0,1,5,0.3888888955116272,0.3166666626930237,0.75,0.10000000149011612,1,1,1,0,1,0,0,1,10,Amhara,6,8,6,8,3,0,NA,1,NA,1,6,0.75
41025,Female,Amhara,Amharic,7,0,4,Amharic,183,5,Amharic,14,58.33333206176758,14,50,Amharic,1,-1.47,-0.99,-1.3,0,0,0,0,39,2,1,1,1,1,8,0.4277777671813965,0.3333333432674408,0.75,0.20000000298023224,1,1,1,0,1,1,0,NA,NA,Amhara,10,10,10,10,0,0,0,0,0,0,6,0.75
41026,Female,Amhara,Amharic,7,0,8,Amharic,136,4,Amharic,11,45.83333206176758,5,17.85714340209961,Amharic,1,-1.84,-0.96,-1.9100000000000001,0,0,0,0,35,2,1,1,1,1,8,0.4138888716697693,0.2916666567325592,0.75,0.20000000298023224,1,1,1,0,1,1,10,1,12,Amhara,9,9,9,9,0,1,1,NA,0,0,6,0.75
41027,Female,Amhara,Amharic,7,0,7,Amharic,182,9,Amharic,18,75,17,60.71428680419922,Amharic,1,-1.6400000000000001,-2.15,-0.39,0,1,0,7,30,2,1,0,0,1,5,0.2944444417953491,0.28333333134651184,0.5,0.10000000149011612,1,0,1,0,1,0,0,NA,NA,Amhara,10,14,10,14,7,0,0,0,0,0,6,0.75
41028,Female,Amhara,Amharic,7,0,8,Amharic,106,0,Amharic,12,50,5,17.85714340209961,Amharic,1,-2.8000000000000003,-1.83,-2.42,1,0,1,0,45,2,1,1,0,1,3,0.385185182094574,0.3055555522441864,0.75,0.10000000149011612,1,1,1,0,1,0,0,NA,NA,Amhara,7,9,7,9,0,0,0,0,0,0,6,0.75
41029,Female,Amhara,Amharic,7,1,11,Amharic,85,1,Amharic,9,37.5,0,0,Amharic,1,-2.89,-3.35,-0.81,1,2,0,0,32,2,2,1,0,1,5,0.3499999940395355,0.3499999940395355,0.5,0.20000000298023224,0,1,1,0,0,1,0,1,10,Amhara,6,9,6,9,0,0,NA,1,NA,1,6,0.75
41030,Female,Amhara,Amharic,7,0,6,Amharic,166,6,Amharic,15,62.5,12,42.85714340209961,Amharic,1,-1.9000000000000001,-2.12,-0.78,0,1,0,0,50,2,3,1,0,1,7,0.190476194024086,0.3214285671710968,0.25,0,0,0,1,0,1,1,12,1,12,Amhara,10,10,10,10,0,1,1,NA,0,0,6,0.75
41031,Female,Amhara,Amharic,7,0,7,Amharic,165,14,Amharic,19,79.16666412353516,20,71.42857360839844,Amharic,1,-1.08,-0.98,-0.73,0,0,0,12,27,2,1,0,1,1,4,0.5527777671813965,0.7083333134651184,0.75,0.20000000298023224,1,1,1,0,1,1,0,1,11,Amhara,10,12,10,12,12,0,NA,1,NA,1,6,0.75
41032,Male,Amhara,Amharic,7,0,10,Amharic,138,4,Amharic,15,62.5,10,35.71428680419922,Amharic,1,-1.75,-0.46,-2.38,0,0,1,0,25,2,1,1,0,1,6,0.34259259700775146,0.2777777910232544,0.75,0,1,1,1,0,0,0,0,NA,NA,Amhara,7,10,7,10,0,0,0,0,0,0,6,0.75
41033,Female,Amhara,Amharic,7,1,8,Amharic,184,0,NA,NA,NA,NA,NA,Amharic,1,-0.91,-0.54,-0.9,0,0,0,0,35,2,1,0,0,1,3,0.42407408356666565,0.4722222089767456,0.5,0.30000001192092896,0,1,1,0,1,1,NA,NA,NA,Amhara,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.75
41034,Female,Amhara,Amharic,7,0,7,Amharic,166,3,Amharic,17,70.83333587646484,15,53.57143020629883,Amharic,1,-0.15,-0.38,0.06,0,0,0,0,45,2,1,1,1,1,6,0.24259258806705475,0.02777777798473835,0.5,0.20000000298023224,1,1,0,0,1,1,0,NA,NA,Amhara,10,13,10,13,0,0,0,0,0,0,6,0.75
41035,Male,Amhara,Amharic,7,1,7,Amharic,119,3,Amharic,16,66.66666412353516,13,46.42856979370117,Amharic,1,-2.11,-1.7,-1.46,1,0,0,0,20,2,1,1,0,1,4,0.3916666805744171,0.375,0.5,0.30000001192092896,0,1,1,0,1,1,0,NA,NA,Amhara,8,9,8,9,0,0,0,0,0,0,6,0.75
41036,Male,Amhara,Amharic,7,0,8,Amharic,135,2,Amharic,16,66.66666412353516,14,50,Amharic,1,-4.38,-4.3100000000000005,-1.87,2,2,0,2,26,2,1,0,0,1,4,0.21388888359069824,0.0416666679084301,0.5,0.10000000149011612,1,0,1,0,1,0,0,NA,NA,Amhara,8,11,8,11,2,0,0,0,0,0,6,0.75
41037,Female,Amhara,Amharic,7,0,6,Amharic,109,2,Amharic,14,58.33333206176758,14,50,Amharic,1,-1.27,-1.62,-0.4,0,0,0,3,35,2,1,0,0,1,8,0.3236111104488373,0.2708333432674408,0.5,0.20000000298023224,1,0,1,0,1,0,0,1,12,Amhara,8,9,8,9,3,0,1,NA,0,0,6,0.75
41038,Male,Amhara,Amharic,6,0,5,Amharic,192,12,Amharic,20,83.33333587646484,18,64.28571319580078,Amharic,1,-2.32,-1.45,-2.1,1,0,1,1,28,2,1,1,0,1,5,0.4555555582046509,0.3166666626930237,0.75,0.30000001192092896,1,1,1,0,0,0,0,1,20,Amhara,12,12,12,12,1,0,0,0,0,0,6,0.75
41039,Male,Amhara,Amharic,7,0,6,Amharic,185,7,Amharic,18,75,6,21.428571701049805,Amharic,1,-0.6900000000000001,-0.22,-0.89,0,0,0,5,27,2,1,0,0,1,2,0.2777777910232544,0.3333333432674408,0.5,0,1,1,0,0,0,0,9,1,13,Amhara,8,8,8,8,5,1,1,NA,1,NA,6,0.75
41040,Male,Tigrian,Amharic,7,0,6,Amharic,165,10,Amharic,18,75,19,67.85713958740234,Amharic,1,-1.32,-1.36,-0.63,0,0,0,9,30,2,1,0,1,1,3,0.5351852178573608,0.5555555820465088,0.75,0.30000001192092896,1,1,1,0,1,0,0,NA,NA,Amhara,10,10,10,10,9,0,0,0,0,0,6,0
41041,Male,Amhara,Amharic,7,0,6,Amharic,188,3,Amharic,17,70.83333587646484,13,46.42856979370117,Amharic,1,-0.87,-1.21,-0.13,0,0,0,0,30,2,1,0,0,1,6,0.4185185134410858,0.3055555522441864,0.75,0.20000000298023224,1,1,1,0,1,0,0,NA,NA,Amhara,9,13,9,13,0,0,0,0,0,0,6,0.75
41042,Female,Amhara,Amharic,7,0,8,Amharic,148,5,Amharic,13,54.16666793823242,12,42.85714340209961,Amharic,1,-3.0500000000000003,-2.14,-2.46,2,1,1,0,35,2,1,1,0,1,7,0.341269850730896,0.2738095223903656,0.75,0,1,1,1,0,1,0,0,1,12,Amhara,9,11,9,11,0,0,1,NA,0,0,6,0.75
41043,Male,Amhara,Amharic,7,1,7,Amharic,188,3,Amharic,17,70.83333587646484,16,57.14285659790039,Amharic,1,-4,-3.74,-1.92,2,2,0,12,37,2,1,0,1,1,11,0.4419191777706146,0.32575756311416626,0.5,0.5,1,0,1,0,1,0,0,1,13,Amhara,9,12,9,12,12,0,1,NA,1,NA,6,0.75
41044,Female,Amhara,Amharic,7,0,4,Amharic,164,3,Amharic,15,62.5,8,28.571428298950195,Amharic,1,-2.84,-2.27,-1.95,1,1,0,0,41,2,1,1,1,1,4,0.4611111283302307,0.3333333432674408,0.75,0.30000001192092896,1,1,1,0,1,1,9,1,12,Amhara,13,13,13,13,0,1,1,NA,0,0,6,0.75
41045,Male,Amhara,Amharic,7,0,6,Amharic,123,8,Amharic,19,79.16666412353516,17,60.71428680419922,Amharic,1,-2.32,-2.46,-0.86,1,1,0,4,30,2,1,0,1,1,4,0.4611111283302307,0.3333333432674408,0.75,0.30000001192092896,1,1,1,0,1,1,0,1,9,Amhara,11,12,11,12,4,0,NA,1,NA,1,6,0.75
41047,Male,Amhara,Amharic,7,0,6,Amharic,104,7,English,17,70.83333587646484,16,57.14285659790039,Amharic,1,-1.23,-1.1400000000000001,-0.75,0,0,0,0,38,2,1,0,1,2,9,0.3623456656932831,0.5370370149612427,0.25,0.30000001192092896,0,0,1,0,1,1,0,1,20,Amhara,11,14,11,14,0,0,0,0,0,0,6,0.75
41048,Male,Amhara,Amharic,7,0,7,Amharic,122,7,Amharic,16,66.66666412353516,15,53.57143020629883,Amharic,1,-1.5,-1.21,-1.08,0,0,0,12,29,2,1,0,0,1,4,0.5222222208976746,0.4166666865348816,0.75,0.4000000059604645,1,1,1,0,1,1,0,NA,NA,Amhara,8,13,8,13,12,0,0,0,0,0,6,0.75
41049,Male,Amhara,Amharic,7,0,6,Amharic,180,9,Amharic,18,75,23,82.14286041259766,Amharic,1,-0.58,0.11,-1.07,0,0,0,0,55,2,3,1,0,1,2,0.4166666567325592,0.5,0.75,0,1,1,1,0,1,0,NA,NA,NA,Amhara,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.75
41050,Male,Amhara,Amharic,7,0,6,Amharic,188,12,Amharic,20,83.33333587646484,22,78.57142639160156,Amharic,1,-2.57,-1.8800000000000001,-1.95,1,0,0,0,35,2,1,1,0,1,6,0.442592591047287,0.2777777910232544,0.75,0.30000001192092896,1,1,1,0,1,0,0,NA,NA,Amhara,11,14,11,14,0,0,0,0,0,0,6,0.75
51001,Male,Amhara,Amharic,7,0,7,Amharic,164,0,Amharic,15,62.5,7,25,Amharic,2,-3.21,-3.35,-1.06,2,2,0,0,33,2,1,1,1,2,3,0.385185182094574,0.5555555820465088,0.5,0.10000000149011612,1,0,1,0,1,1,0,NA,NA,Amhara,7,9,7,9,0,0,0,0,0,0,6,0.75
51002,Female,Amhara,Amharic,7,0,7,Amharic,118,1,Amharic,NA,NA,NA,NA,Amharic,2,-1.25,-0.89,-1.08,0,0,0,0,38,2,1,1,1,2,8,0.340277761220932,0.5208333134651184,0.5,0,0,1,1,0,1,0,0,1,10,Amhara,5,5,5,5,0,0,NA,1,NA,1,5,0.75
51003,Female,Amhara,Amharic,7,0,6,Amharic,182,4,Amharic,13,54.16666793823242,21,75,Amharic,2,-0.8,-0.19,-1.07,0,0,0,0,45,2,1,1,1,2,2,0.31111112236976624,0.3333333432674408,0.5,0.10000000149011612,1,0,1,0,0,0,0,NA,NA,Amhara,NA,NA,NA,NA,0,0,0,0,0,0,NA,0.75
51004,Male,Amhara,Amharic,7,0,8,Amharic,160,1,Amharic,12,50,7,25,Amharic,2,-2.29,-1.93,-1.46,1,0,0,0,40,2,1,1,0,2,4,0.13055555522441864,0.0416666679084301,0.25,0.10000000149011612,1,0,0,0,1,1,7,1,12,Amhara,7,7,7,7,0,1,1,NA,0,0,6,0.75
51005,Female,Amhara,Amharic,7,0,9,Amharic,118,4,Amharic,3,12.5,5,17.85714340209961,Amharic,2,-4.48,-4.11,-2.67,2,2,1,0,30,2,1,1,1,2,3,0.13518518209457397,0.3055555522441864,0,0.10000000149011612,0,0,0,0,1,0,0,1,19,Amhara,5,5,5,5,0,0,NA,NA,NA,NA,5,0.75
51006,Male,Amhara,Amharic,7,0,6,Amharic,183,4,Amharic,17,70.83333587646484,13,46.42856979370117,Amharic,2,-0.98,-0.48,-1.06,0,0,0,0,41,2,1,1,1,2,8,0.30416667461395264,0.5625,0.25,0.10000000149011612,0,0,1,0,1,1,10,1,20,Amhara,9,9,9,9,0,1,0,0,0,0,6,0.75
51007,Female,Amhara,Amharic,7,0,7,Amharic,178,8,Amharic,13,54.16666793823242,8,28.571428298950195,Amharic,2,-2.21,-1.21,-2.23,1,0,1,0,40,2,1,1,1,2,6,0.2092592567205429,0.02777777798473835,0.5,0.10000000149011612,0,1,1,0,1,1,5,1,10,Amhara,8,8,8,8,0,1,NA,1,NA,1,6,0.75
51008,Female,Amhara,Amharic,7,0,6,Amharic,165,2,Amharic,15,62.5,6,21.428571701049805,Amharic,2,-1.19,-1.32,-0.5700000000000001,0,0,0,0,30,2,1,1,0,2,6,0.2685185372829437,0.5555555820465088,0.25,0,0,0,1,0,0,0,5,1,12,Amhara,9,9,9,9,0,1,1,NA,0,0,6,0.75
51009,Female,Amhara,Amharic,7,0,9,Amharic,75,NA,Amharic,8,33.33333206176758,8,28.571428298950195,Amharic,2,-2,-2.23,-0.79,0,1,0,0,28,2,4,1,0,2,5,0.011111111380159855,0.03333333507180214,0,0,0,0,0,0,1,1,0,NA,NA,Amhara,5,8,5,8,0,0,0,0,0,0,6,0.75
51010,Female,Amhara,Amharic,7,0,7,Amharic,110,5,Amharic,8,33.33333206176758,11,39.28571319580078,Amharic,2,-2.52,-2.3000000000000003,-1.46,1,1,0,0,35,2,1,1,1,2,5,0.41111111640930176,0.5333333611488342,0.5,0.20000000298023224,1,0,1,0,1,0,14,1,10,Amhara,8,8,8,8,0,1,NA,1,NA,1,6,0.75
51011,Female,Amhara,Amharic,7,0,6,Amharic,173,4,NA,NA,NA,NA,NA,Amharic,2,-2.33,-1.21,-2.41,1,0,1,0,35,2,1,1,1,2,5,0.49444445967674255,0.5333333611488342,0.75,0.20000000298023224,1,1,1,0,1,1,NA,NA,NA,Amhara,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.75
51012,Male,Amhara,Amharic,7,0,6,Amharic,188,6,Amharic,18,75,17,60.71428680419922,Amharic,2,-2.81,-2.77,-1.2,1,1,0,0,38,2,1,0,1,1,7,0.40714284777641296,0.3214285671710968,0.5,0.4000000059604645,1,0,1,0,1,0,10,1,13,Amhara,NA,NA,NA,NA,0,1,1,NA,1,NA,NA,0.75
51013,Female,Amhara,Amharic,7,0,6,Amharic,146,1,Amharic,8,33.33333206176758,3,10.714285850524902,Amharic,2,-2.93,-1.73,-2.75,1,0,1,2,38,2,1,0,1,2,3,0.13518518209457397,0.0555555559694767,0.25,0.10000000149011612,1,0,0,0,1,1,10,1,10,Amhara,6,6,6,6,2,1,NA,1,NA,1,6,0.75
51014,Female,Amhara,Amharic,7,0,7,Amharic,156,3,Amharic,10,41.66666793823242,4,14.285714149475098,Amharic,2,-3.09,-3.09,-1.36,2,2,0,0,30,2,1,1,0,2,5,0.3722222149372101,0.3166666626930237,0.5,0.30000001192092896,0,1,1,0,0,1,8,1,12,Amhara,7,7,7,7,0,1,1,NA,0,0,6,0.75
51015,Male,Amhara,Amharic,7,0,9,Amharic,168,5,Amharic,14,58.33333206176758,18,64.28571319580078,Amharic,2,-4.23,-4.72,-1.01,2,2,0,0,35,2,1,1,1,2,3,0.2518518567085266,0.3055555522441864,0.25,0.20000000298023224,0,0,1,0,0,1,5,1,20,Amhara,9,13,9,13,0,1,0,0,0,0,6,0.75
51016,Female,Amhara,Amharic,7,0,15,Amharic,123,NA,Amharic,13,54.16666793823242,7,25,Amharic,2,-2.71,-2.14,-1.9100000000000001,1,1,0,0,30,2,1,1,1,2,8,0.4000000059604645,0.5,0.5,0.20000000298023224,0,1,1,0,1,1,0,1,12,Amhara,4,8,4,8,0,0,1,NA,0,0,6,0.75
51017,Female,Amhara,Amharic,7,0,9,Amharic,174,1,Amharic,11,45.83333206176758,7,25,Amharic,2,-2.46,-2.75,-0.88,1,1,0,0,28,2,1,1,1,2,5,0.5055555701255798,0.5666666626930237,0.75,0.20000000298023224,1,1,1,0,1,1,0,NA,NA,Amhara,9,13,9,13,0,0,0,0,0,0,6,0.75
51018,Male,Amhara,Amharic,7,0,10,Amharic,108,NA,Amharic,7,29.16666603088379,7,25,Amharic,2,-1.6500000000000001,-2.41,-0.01,0,1,0,0,45,2,1,1,1,2,5,0.42222222685813904,0.5666666626930237,0.5,0.20000000298023224,0,1,1,0,1,1,0,1,1,Amhara,4,4,4,4,0,0,NA,1,0,0,4,0.75
51019,Male,Amhara,Amharic,7,0,7,Amharic,175,15,Amharic,16,66.66666412353516,19,67.85713958740234,Amharic,2,-1.8900000000000001,-1.72,-1.1,0,0,0,0,28,2,1,0,1,1,5,0.5444444417953491,0.28333333134651184,0.75,0.6000000238418579,1,1,1,0,0,1,NA,NA,NA,Amhara,10,10,10,10,0,NA,NA,NA,NA,NA,6,0.75
51020,Male,Amhara,Amharic,7,0,12,Amharic,111,4,NA,NA,NA,NA,NA,Amharic,2,-2.16,-1.97,-1.21,1,0,0,0,36,2,1,1,0,2,1,0.0555555559694767,0.1666666716337204,0,0,0,0,0,0,0,0,NA,NA,NA,Amhara,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.75
51021,Female,Amhara,Amharic,7,0,NA,Amharic,38,NA,Amharic,NA,NA,0,0,Amharic,2,-3.08,-3.2800000000000002,-1.1400000000000001,2,2,0,0,40,2,1,1,1,2,3,0.10185185074806213,0.0555555559694767,0.25,0,1,0,0,0,0,0,0,NA,NA,Amhara,0,0,0,0,0,0,0,0,0,0,0,0.75
51022,Male,Amhara,Amharic,7,0,8,Amharic,185,19,Amharic,20,83.33333587646484,22,78.57142639160156,Amharic,2,-1.78,-2.36,-0.22,0,1,0,0,27,2,1,1,1,2,4,0.013888888992369175,0.0416666679084301,0,0,0,0,0,0,0,1,0,NA,NA,Amhara,11,14,11,14,0,0,0,0,0,0,6,0.75
51023,Male,Amhara,Amharic,7,0,8,Amharic,184,5,Amharic,7,29.16666603088379,11,39.28571319580078,Amharic,2,-2.25,-1.99,-1.31,1,0,0,0,35,2,1,0,1,2,5,0.5722222328186035,0.5666666626930237,0.75,0.4000000059604645,1,1,1,0,1,1,NA,NA,NA,Amhara,8,8,8,8,0,NA,NA,NA,NA,NA,6,0.75
51024,Male,Amhara,Amharic,7,0,7,Amharic,175,7,Amharic,17,70.83333587646484,18,64.28571319580078,Amharic,2,-2.15,-1.48,-1.79,1,0,0,0,44,2,1,1,1,2,3,0.385185182094574,0.3055555522441864,0.75,0.10000000149011612,1,1,1,0,0,0,0,1,5,Amhara,9,14,9,14,0,0,1,NA,0,0,6,0.75
51025,Male,Amhara,Amharic,7,0,7,Amharic,184,4,Amharic,19,79.16666412353516,18,64.28571319580078,Amharic,2,-1.51,-1.3900000000000001,-0.89,0,0,0,0,38,2,1,1,1,2,6,0.45185187458992004,0.5555555820465088,0.5,0.30000001192092896,0,1,1,0,1,1,0,1,1,Amhara,11,14,11,14,0,0,NA,1,0,0,6,0.75
51026,Female,Amhara,Amharic,7,0,7,Amharic,72,2,Amharic,16,66.66666412353516,9,32.14285659790039,Amharic,2,-1.98,-1.09,-1.99,0,0,0,0,61,2,3,1,1,2,2,0.22777777910232544,0.3333333432674408,0.25,0.10000000149011612,0,1,0,0,1,1,0,1,12,Amhara,10,10,10,10,0,0,1,NA,0,0,6,0.75
